searge,name
func_176221_a,getActualState
func_176222_j,getDamageValue
func_176223_P,getDefaultState
func_176224_k,fillWithRain
func_176225_a,shouldSideBeRendered
func_176226_b,dropBlockAsItem
func_176302_a,isSameStair
func_176303_e,setBaseCollisionBounds
func_176311_e,setWet
func_176312_d,absorbWater
func_176314_e,checkAndDropBlock
func_176328_e,checkAndDropBlock
func_176329_d,canBlockStay
func_176338_e,updateSurroundingRedstone
func_176341_c,getAttachPosition
func_176352_d,setOn
func_176361_a,getDynamicLiquidForMaterial
func_176363_b,getStaticLiquidForMaterial
func_176368_m,getCanBlockBurn
func_176369_e,isSurroundingBlockFlammable
func_176370_f,updateLiquid
func_176431_a,insertRecord
func_176438_e,setDefaultDirection
func_176453_o,isOcelotSittingOnChest
func_176454_e,isSurroundingBlockChest
func_176455_e,checkForSurroundingChests
func_176456_n,isBelowSolidBlock
func_176457_m,cannotOpenChest
func_176468_a,getSafeExitLocation
func_176473_a,isStillGrowing
func_176474_b,grow
func_176481_j,getSeedItem
func_176482_g,growStem
func_176487_g,growCrops
func_176499_e,canBlockStay
func_176500_f,dropBlock
func_176502_a_,onEndFalling
func_176503_e,checkFallable
func_176552_j,isDouble
func_176575_a,setRedstoneStrength
func_176576_e,getRedstoneStrength
func_176577_m,canBePlacedOn
func_176578_d,updateNeighbors
func_176586_d,canBlockStay
func_176588_d,canBlockStay
func_176610_l,getName
func_176612_a,getMetaFromState
func_176613_a,getStateFromMeta
func_176614_c,getVariantName
func_176642_a,getMetaFromState
func_176643_a,getStateFromMeta
func_176716_d,getPlane
func_176717_a,byName
func_176718_a,apply
func_176719_a,getName2
func_176720_b,isVertical
func_176722_c,isHorizontal
func_176730_m,getDirectionVec
func_176731_b,getHorizontal
func_176732_a,rotateAround
func_176733_a,fromAngle
func_176734_d,getOpposite
func_176735_f,rotateYCCW
func_176736_b,getHorizontalIndex
func_176738_p,rotateZ
func_176739_a,byName
func_176740_k,getAxis
func_176741_a,random
func_176742_j,getName2
func_176743_c,getAxisDirection
func_176744_n,rotateX
func_176745_a,getIndex
func_176746_e,rotateY
func_176767_b,getDyeColorDamage
func_176796_a,getMetaFromState
func_176807_a,getMetadata
func_176827_a,getMetaFromState
func_176924_a,byMetadata
func_176925_a,getMetadata
func_176927_c,getUnlocalizedName
func_177087_b,getMainModel
func_177094_a,addLayer
func_177124_a,doRender
func_177141_a,doRenderLayer
func_177142_b,shouldCombineTextures
func_177155_a,doRenderLayer
func_177159_a,doRenderLayer
func_177162_a,doRenderLayer
func_177166_a,doRenderLayer
func_177169_a,doRenderLayer
func_177218_a,apply
func_177226_a,withProperty
func_177227_a,getPropertyNames
func_177228_b,getProperties
func_177229_b,getValue
func_177230_c,getBlock
func_177231_a,cycleProperty
func_177232_a,cyclePropertyValue
func_177235_a,buildPropertyValueTable
func_177236_b,setPropertyValue
func_177339_a,clear
func_177409_g,setHasEntities
func_177410_o,isLoaded
func_177411_a,getBiome
func_177412_p,getWorld
func_177413_a,getLightFor
func_177415_c,setInhabitedTime
func_177416_w,getInhabitedTime
func_177418_c,getBlockMetadata
func_177419_t,isTerrainPopulated
func_177420_a,setHeightMap
func_177421_e,setLightPopulated
func_177422_i,createNewTileEntity
func_177423_u,isLightPopulated
func_177425_e,removeTileEntity
func_177426_a,addTileEntity
func_177427_f,setModified
func_177428_a,getBlock
func_177429_s,getEntityLists
func_177431_a,setLightFor
func_177432_b,setLastSaveTime
func_177433_f,getHeight
func_177434_r,getTileEntityMap
func_177435_g,getBlockState
func_177436_a,setBlockState
func_177437_b,getBlockLightOpacity
func_177438_a,getBlock
func_177442_v,getLowestHeight
func_177443_a,setLight
func_177444_d,canSeeSky
func_177445_q,getHeightMap
func_177446_d,setTerrainPopulated
func_177480_a,getFromIndex
func_177481_a,getData
func_177482_a,setIndex
func_177483_b,getCoordinateIndex
func_177484_a,set
func_177485_a,get
func_177486_a,setData
func_177487_g,getData
func_177495_o,getHasNoSky
func_177497_p,getLightBrightnessTable
func_177498_l,getInternalNameSuffix
func_177499_m,getWorldChunkManager
func_177501_r,getWorldBorder
func_177502_q,getDimensionId
func_177508_d,getPos
func_177510_a,hasState
func_177548_a,compare
func_177552_f,getItemCameraTransforms
func_177553_d,isBuiltInRenderer
func_177554_e,getTexture
func_177555_b,isGui3d
func_177556_c,isAmbientOcclusionEnabled
func_177568_a,apply
func_177569_a,registerVariant
func_177570_a,setupModelRegistry
func_177578_a,bakeModel
func_177580_d,getModelLocation
func_177583_a,getItemLocation
func_177584_b,getBlockStateLocation
func_177586_a,getModelBlockDefinition
func_177587_c,isCustomRenderer
func_177588_f,bakeBlockModels
func_177590_d,loadItemModels
func_177591_a,loadVariants
func_177592_e,registerVariantNames
func_177593_l,bakeItemModels
func_177594_c,loadModel
func_177596_a,getVariantNames
func_177619_a,getValidStates
func_177620_e,getAllowedValues
func_177621_b,getBaseState
func_177622_c,getBlock
func_177623_d,getProperties
func_177630_a,generateChestContents
func_177638_a,forBlock
func_177642_a,forBlock
func_177643_a,isBlockEqualTo
func_177659_a,aisle
func_177660_a,start
func_177661_b,build
func_177662_a,where
func_177675_b,first
func_177676_a,build
func_177677_a,add
func_177690_b,onWarningDistanceChanged
func_177691_a,onWarningTimeChanged
func_177693_a,onCenterChanged
func_177694_a,onSizeChanged
func_177699_b,getValueClass
func_177700_c,getAllowedValues
func_177701_a,getName
func_177702_a,getName
func_177705_a,getName
func_177706_a,create
func_177707_a,create
func_177708_a,create
func_177709_a,create
func_177712_a,create
func_177713_a,create
func_177714_a,create
func_177715_a,getName0
func_177716_a,create
func_177718_a,getName0
func_177719_a,create
func_177721_g,getCenterZ
func_177722_l,getSize
func_177723_b,setWarningTime
func_177724_b,setDamageBuffer
func_177725_a,setSize
func_177726_b,minX
func_177728_d,maxX
func_177729_b,getClosestDistance
func_177730_a,contains
func_177731_f,getCenterX
func_177732_i,getTimeUntilTarget
func_177733_e,maxZ
func_177734_a,getStatus
func_177735_k,getListeners
func_177736_c,minZ
func_177737_a,addListener
func_177738_a,setTransition
func_177739_c,setCenter
func_177740_p,getWarningTime
func_177741_h,getDiameter
func_177742_m,getDamageBuffer
func_177743_a,contains
func_177745_a,getClosestDistance
func_177746_a,contains
func_177747_c,setWarningDistance
func_177748_q,getWarningDistance
func_177750_a,setTransition
func_177751_j,getTargetSize
func_177774_c,getNameForObject
func_177775_a,register
func_177776_a,validateKey
func_177855_a,setBlockState
func_177856_a,getBlockState
func_177857_a,setBlockState
func_177858_a,getBlockState
func_177951_i,distanceSq
func_177952_p,getZ
func_177953_g,compareTo
func_177954_c,distanceSq
func_177955_d,crossProduct
func_177956_o,getY
func_177957_d,distanceSqToCenter
func_177958_n,getX
func_177963_a,add
func_177964_d,offsetNorth
func_177965_g,offsetEast
func_177966_a,multiply
func_177967_a,offset
func_177968_d,offsetSouth
func_177969_a,fromLong
func_177970_e,offsetSouth
func_177971_a,add
func_177972_a,offset
func_177973_b,subtract
func_177974_f,offsetEast
func_177975_b,getAllInBoxMutable
func_177976_e,offsetWest
func_177977_b,offsetDown
func_177978_c,offsetNorth
func_177979_c,offsetDown
func_177980_a,getAllInBox
func_177981_b,offsetUp
func_177982_a,add
func_177983_c,crossProductBP
func_177984_a,offsetUp
func_177985_f,offsetWest
func_177986_g,toLong
func_178011_a,setSelected
func_178080_a,register
func_178081_c,getIndex
func_178082_a,getParticleIcon
func_178083_a,getModelManager
func_178084_b,getMetadata
func_178085_b,rebuildCache
func_178086_a,register
func_178087_a,getParticleIcon
func_178088_b,getItemModel
func_178089_a,getItemModel
func_178099_a,renderItem
func_178113_a,getModelLocation
func_178120_a,getBlockStateMapper
func_178144_a,calcRedstoneFromInventory
func_178177_a,draw
func_178180_c,getWorldRenderer
func_178181_a,getInstance
func_178210_d,getFace
func_178267_a,renderBlockModel
func_178294_a,deserialize
func_178295_k,hasParent
func_178296_g,getThirdPersonTransform
func_178297_j,getInGuiTransform
func_178298_a,getElements
func_178299_a,getParentFromMap
func_178300_b,isTexturePresent
func_178301_i,getHeadTransform
func_178302_a,resolveTextureName
func_178303_d,isResolved
func_178304_d,isTextureName
func_178305_e,getParentLocation
func_178306_h,getFirstPersonTransform
func_178307_a,deserialize
func_178308_c,resolveTextureName
func_178310_f,getRootModel
func_178311_c,isAmbientOcclusionEnabled
func_178325_a,getModelElements
func_178326_c,getParent
func_178328_a,getAmbientOcclusionEnabled
func_178329_b,getTextures
func_178420_b,getVariants
func_178430_d,getWeight
func_178431_a,getModelLocation
func_178432_b,getRotation
func_178433_c,isUvLocked
func_178441_a,build
func_178448_a,registerBuiltInBlocks
func_178459_a,getWorld
func_178686_a,setModelAttributes
func_178691_a,setRotationOffset
func_178718_a,postRenderHiddenArm
func_178769_a,addBox
func_178780_a,render
func_178781_a,fromBounds
func_178785_b,rotateYaw
func_178786_a,subtract
func_178787_e,add
func_178788_d,subtract
func_178789_a,rotatePitch
func_178848_b,getGameType
func_178853_c,getResponseTime
func_178887_k,isSpectatorMode
func_178964_a,startDrawing
func_178965_a,reset
func_178967_a,setVertexFormat
func_178969_c,setTranslation
func_178970_b,startDrawingQuads
func_178971_a,getVertexState
func_178977_d,draw
func_178979_i,getDrawMode
func_178983_e,growBuffer
func_178984_b,addVertex
func_178985_a,addVertexWithUV
func_178992_a,setTextureUV
func_178993_a,setVertexState
func_179014_c,getVertexCount
func_179015_b,getRawBufferIndex
func_179022_a,renderByItem
func_179082_a,clearColor
func_179083_b,viewport
func_179084_k,disableBlend
func_179085_a,enableBooleanStateAt
func_179086_m,clear
func_179087_a,enableTexGenCoord
func_179088_q,enablePolygonOffset
func_179089_o,enableCull
func_179091_B,enableRescaleNormal
func_179092_a,alphaFunc
func_179093_d,setFog
func_179094_E,pushMatrix
func_179095_a,setFogDensity
func_179096_D,loadIdentity
func_179097_i,disableDepth
func_179099_b,popAttrib
func_179100_b,disableTexGenCoord
func_179101_C,disableRescaleNormal
func_179102_b,setFogStart
func_179103_j,shadeModel
func_179104_a,colorMaterial
func_179106_n,disableFog
func_179107_e,cullFace
func_179108_z,enableNormalize
func_179109_b,translate
func_179110_a,multMatrix
func_179111_a,getFloat
func_179112_b,blendFunc
func_179113_r,disablePolygonOffset
func_179114_b,rotate
func_179115_u,enableColorLogic
func_179116_f,colorLogicOp
func_179118_c,disableAlpha
func_179119_h,disableColorMaterial
func_179120_a,tryBlendFuncSeparate
func_179121_F,popMatrix
func_179122_b,disableBooleanStateAt
func_179123_a,pushAttrib
func_179124_c,color
func_179125_c,texGenCoord
func_179126_j,enableDepth
func_179127_m,enableFog
func_179128_n,matrixMode
func_179129_p,disableCull
func_179130_a,ortho
func_179131_c,color
func_179132_a,depthMask
func_179133_A,disableNormalize
func_179134_v,disableColorLogic
func_179135_a,colorMask
func_179136_a,doPolygonOffset
func_179137_b,translate
func_179138_g,setActiveTexture
func_179139_a,scale
func_179140_f,disableLighting
func_179141_d,enableAlpha
func_179142_g,enableColorMaterial
func_179143_c,depthFunc
func_179145_e,enableLighting
func_179147_l,enableBlend
func_179148_o,callList
func_179149_a,texGen
func_179151_a,clearDepth
func_179152_a,scale
func_179153_c,setFogEnd
func_179198_a,setDisabled
func_179199_a,setState
func_179200_b,setEnabled
func_179214_a,registerItemBlock
func_179215_a,updateItemStackNBT
func_179216_c,registerItemBlock
func_179217_a,registerItem
func_179218_a,onBlockDestroyed
func_179219_a,registerItem
func_179222_a,canPlaceBlockOnSide
func_179223_d,getBlock
func_179224_a,setTileEntityNBT
func_179237_a,merge
func_179238_g,get
func_179244_a,getPacket
func_179245_a,registerPacket
func_179246_a,getPacketId
func_179249_a,writeEnumValue
func_179250_a,writeByteArray
func_179251_a,readByteArray
func_179252_a,writeUuid
func_179253_g,readUuid
func_179254_b,writeVarLong
func_179255_a,writeBlockPos
func_179256_a,writeChatComponent
func_179257_a,readEnumValue
func_179258_d,readChatComponent
func_179259_c,readBlockPos
func_179260_f,readVarLong
func_179280_b,load
func_179281_c,getValue
func_179284_a,genericLoad
func_179285_a,genericLoad
func_179286_a,genericLoad
func_179287_a,genericLoad
func_179288_a,sendPacket
func_179289_a,setCompressionTreshold
func_179290_a,sendPacket
func_179291_h,hasNoChannel
func_179293_l,checkDisconnected
func_179298_a,compress
func_179299_a,setCompressionTreshold
func_179303_a,setCompressionTreshold
func_179308_a,computeNext0
func_179313_a,computeNext0
func_179316_e,getBlock
func_179318_a,cartesianProduct
func_179319_b,createArray
func_179321_a,cartesianProduct
func_179322_b,toArray
func_179323_b,arraysAsLists
func_179324_a,apply
func_179399_a,populateMap
func_179400_b,createMap
func_179421_a,next0
func_179422_b,endOfData
func_179516_a,facings
func_179518_a,random
func_179519_a,apply
func_179524_a,getOffset
func_179541_a,apply
func_179543_a,getSubCompound
func_179544_c,canDestroy
func_179545_c,areItemsEqual
func_179546_a,onItemUse
func_179547_d,canPlaceOn
func_179548_a,onBlockDestroyed
func_179549_c,getIsItemStackEqual
func_179554_a,getRegisteredItem
func_179573_a,apply
func_179574_a,apply
func_179575_a,apply
func_179576_a,apply
func_179577_a,apply
func_179578_a,apply
func_179579_a,apply
func_179580_a,apply
func_179581_a,apply
func_179582_a,apply
func_179583_a,apply
func_179584_a,apply
func_179585_a,apply
func_179586_a,apply
func_179587_a,apply
func_179588_a,apply
func_179589_a,apply
func_179782_a,processPacket
func_179868_d,redirectOutputToLog
func_179869_a,isRegistered
func_179882_a,logString
func_179885_a,getLongProperty
func_179986_j,getInsertion
func_179989_a,setInsertion
func_180115_h,getWatchableObjectRotations
func_180157_a,toNBT
func_180158_b,fromNBT
func_180159_b,getLock
func_180160_a,isEmpty
func_180175_a,dropInventoryItems
func_180254_e,getType
func_180255_c,getInt
func_180262_a,addGameRule
func_180263_c,getInt
func_180264_a,areSameType
func_180276_a,getBiomeFromBiomeList
func_180277_d,createMutatedBiome
func_180330_f,getZEnd
func_180331_a,getBlock
func_180332_e,getXEnd
func_180333_d,getZStart
func_180334_c,getXStart
func_180383_a,getRegisteredBlock
func_180425_c,getPosition
func_180428_a,getExplosionResistance
func_180430_e,fall
func_180441_b,sendBlockBreakProgress
func_180451_a,renderEffect
func_180461_b,canExtractItem
func_180462_a,canInsertItem
func_180463_a,getSlotsForFace
func_180468_a,displayGui
func_180472_a,displayVillagerTradeGui
func_180494_b,getBiomeGenForCoords
func_180495_p,getBlockState
func_180496_d,notifyBlockOfStateChange
func_180498_a,playAuxSFXAtEntity
func_180500_c,checkLightFor
func_180501_a,setBlockState
func_180507_a_,setResourcePack
func_180522_a,getCoordinateInfo
func_180523_a,addBlockInfo
func_180524_a,getTabCompletionOptions
func_180525_a,addTabCompletionOptions
func_180526_a,parseDouble
func_180527_d,parseBoolean
func_180528_a,parseInt
func_180530_a,join
func_180535_a,renderTileEntityAt
func_180543_a,renderSkull
func_180548_c,bindEntityTexture
func_180550_a,getEntityTexture
func_180551_a,doRender
func_180555_a,getTexture
func_180557_a,doRender
func_180604_b,getEntry
func_180614_a,onItemUse
func_180619_a,getCenterBlock
func_180622_a,genTerrainBlocks
func_180623_a,pickRandomFlower
func_180630_a,findBiomePosition
func_180632_j,setDefaultState
func_180633_a,onBlockPlacedBy
func_180634_a,onEntityCollidedWithBlock
func_180635_a,spawnAsEntity
func_180636_a,collisionRayTrace
func_180637_b,dropXpOnBlockBreak
func_180638_a,addCollisionBoxesToList
func_180639_a,onBlockActivated
func_180640_a,getCollisionBoundingBox
func_180641_l,getComparatorInputOverride
func_180642_a,onBlockPlaced
func_180643_i,createStackedBlock
func_180644_h,getRenderColor
func_180645_a,randomTick
func_180646_a,getSelectedBoundingBox
func_180647_a,getPlayerRelativeBlockHardness
func_180648_a,onBlockEventReceived
func_180649_a,onBlockClicked
func_180650_b,updateTick
func_180651_a,damageDropped
func_180652_a,onBlockDestroyedByExplosion
func_180653_a,dropBlockAsItemWithChance
func_180654_a,setBlockBoundsBasedOnState
func_180655_c,randomDisplayTick
func_180656_a,isProvidingWeakPower
func_180657_a,harvestBlock
func_180658_a,onFallenUpon
func_180659_g,getMapColor
func_180660_a,getItemDropped
func_180661_e,createBlockState
func_180662_a,colorMultiplier
func_180663_b,breakBlock
func_180664_k,getBlockLayer
func_180665_b,getItem
func_180666_a,updateState
func_180667_a,getSensitiveAABB
func_180669_e,computeRedstoneStrength
func_180670_a,canUseBonemeal
func_180671_f,canBlockStay
func_180672_a,getGrowthChance
func_180673_e,createGolem
func_180676_d,getLockableContainer
func_180678_e,dropRecord
func_180682_b,eatCake
func_180685_d,canFallInto
func_180691_e,spawnRedstoneParticles
func_180699_d,getBlockPos
func_180708_a,writeGameProfile
func_180709_b,generate
func_180714_a,writeString
func_180724_a,handle
func_180734_a,process
func_180735_b,getBufferData
func_180760_b,getBufferData
func_180783_e,setDifficultyLocked
func_180790_a,drawEntry
func_180791_a,drawSlot
func_70000_a,addServerStatsToSnooper
func_70001_b,addServerTypeToSnooper
func_70002_Q,isSnooperEnabled
func_70003_b,canCommandSenderUseCommand
func_70005_c_,getName
func_70007_b,resetLog
func_70008_c,getLogContents
func_70011_f,getDistance
func_70012_b,setLocationAndAngles
func_70013_c,getBrightness
func_70014_b,writeEntityToNBT
func_70015_d,setFire
func_70016_h,setVelocity
func_70018_K,setBeenAttacked
func_70019_c,setEating
func_70020_e,readFromNBT
func_70021_al,getParts
func_70022_Q,getEntityString
func_70024_g,addVelocity
func_70026_G,isWet
func_70027_ad,isBurning
func_70028_i,isEntityEqual
func_70029_a,setWorld
func_70030_z,onEntityUpdate
func_70031_b,setSprinting
func_70032_d,getDistanceToEntity
func_70033_W,getYOffset
func_70034_d,setRotationYawHead
func_70035_c,getInventory
func_70037_a,readEntityFromNBT
func_70038_c,isOffsetPositionInLiquid
func_70039_c,writeToNBTOptional
func_70040_Z,getLookVec
func_70041_e_,canTriggerWalking
func_70042_X,getMountedYOffset
func_70043_V,updateRiderPosition
func_70044_A,setOnFireFromLava
func_70045_F,isImmuneToFire
func_70046_E,getBoundingBox
func_70047_e,getEyeHeight
func_70049_a,newFloatNBTList
func_70050_g,setAir
func_70051_ag,isSprinting
func_70052_a,setFlag
func_70055_a,isInsideOfMaterial
func_70057_ab,performHurtAnimation
func_70058_J,handleLavaMovement
func_70060_a,moveFlying
func_70062_b,setCurrentItemOrArmor
func_70063_aa,setInPortal
func_70065_x,preparePlayerToSpawn
func_70066_B,extinguish
func_70067_L,canBeCollidedWith
func_70068_e,getDistanceSqToEntity
func_70070_b,getBrightnessForRender
func_70071_h_,onUpdate
func_70072_I,handleWaterMovement
func_70074_a,onKillEntity
func_70075_an,canAttackWithItem
func_70076_C,kill
func_70077_a,onStruckByLightning
func_70078_a,mountEntity
func_70079_am,getRotationYawHead
func_70080_a,setPositionAndRotation
func_70081_e,dealFireDamage
func_70082_c,setAngles
func_70083_f,getFlag
func_70084_c,addToPlayerScore
func_70085_c,interact
func_70086_ai,getAir
func_70087_a,newDoubleNBTList
func_70088_a,entityInit
func_70089_S,isEntityAlive
func_70090_H,isInWater
func_70091_d,moveEntity
func_70092_e,getDistanceSq
func_70093_af,isSneaking
func_70094_T,isEntityInsideOpaqueBlock
func_70095_a,setSneaking
func_70096_w,getDataWatcher
func_70097_a,attackEntityFrom
func_70098_U,updateRidden
func_70099_a,entityDropItem
func_70100_b_,onCollideWithPlayer
func_70101_b,setRotation
func_70103_a,handleHealthUpdate
func_70104_M,canBePushed
func_70105_a,setSize
func_70106_y,setDead
func_70107_b,setPosition
func_70108_f,applyEntityCollision
func_70109_d,writeToNBT
func_70110_aj,setInWeb
func_70111_Y,getCollisionBorderSize
func_70112_a,isInRangeToRenderDist
func_70113_ah,isEating
func_70114_g,getCollisionBox
func_70115_ae,isRiding
func_70184_a,onImpact
func_70185_h,getGravityVelocity
func_70186_c,setThrowableHeading
func_70196_i,getPotionDamage
func_70227_a,onImpact
func_70239_b,setDamage
func_70240_a,setKnockbackStrength
func_70241_g,getIsCritical
func_70242_d,getDamage
func_70243_d,setIsCritical
func_70265_b,setTimeSinceHit
func_70266_a,setDamageTaken
func_70267_i,getForwardDirection
func_70268_h,getTimeSinceHit
func_70269_c,setForwardDirection
func_70270_d,setIsBoatEmpty
func_70271_g,getDamageTaken
func_70288_d,setAgeToCreativeDespawnTime
func_70289_a,combineItems
func_70296_d,markDirty
func_70297_j_,getInventoryStackLimit
func_70298_a,decrStackSize
func_70299_a,setInventorySlotContents
func_70300_a,isUseableByPlayer
func_70301_a,getStackInSlot
func_70302_i_,getSizeInventory
func_70304_b,getStackInSlotOnClosing
func_70429_k,decrementAnimations
func_70430_l,getTotalArmorValue
func_70431_c,hasItemStack
func_70432_d,storeItemStack
func_70436_m,dropAllItems
func_70437_b,setItemStack
func_70440_f,armorItemInSlot
func_70441_a,addItemStackToInventory
func_70442_a,writeToNBT
func_70443_b,readFromNBT
func_70445_o,getItemStack
func_70447_i,getFirstEmptyStack
func_70448_g,getCurrentItem
func_70449_g,damageArmor
func_70451_h,getHotbarSize
func_70452_e,storePartialItemStack
func_70453_c,changeCurrentItem
func_70455_b,copyInventory
func_70463_b,getStackInRowAndColumn
func_70468_h,getCurrentRecipe
func_70469_d,inventoryResetNeededOnSlotChange
func_70470_g,resetRecipeAndSlots
func_70471_c,setCurrentRecipeIndex
func_70486_a,loadInventoryFromNBT
func_70487_g,saveInventoryToNBT
func_70491_i,getDamage
func_70492_c,setDamage
func_70493_k,getRollingDirection
func_70494_i,setRollingDirection
func_70496_j,getRollingAmplitude
func_70497_h,setRollingAmplitude
func_70515_d,explode
func_70518_d,onValidSurface
func_70526_d,getXpValue
func_70527_a,getXPSplit
func_70528_g,getTextureByXP
func_70534_d,getRedColorF
func_70535_g,getBlueColorF
func_70536_a,setParticleTextureIndex
func_70537_b,getFXLayer
func_70538_b,setRBGColorF
func_70541_f,multipleParticleScaleBy
func_70542_f,getGreenColorF
func_70543_e,multiplyVelocity
func_70589_b,setBaseSpellTextureIndex
func_70599_aP,getSoundVolume
func_70601_bi,getCanSpawnHere
func_70603_bj,getRenderSizeModifier
func_70604_c,setRevengeTarget
func_70605_aq,getMoveHelper
func_70606_j,setHealth
func_70608_bn,isPlayerSleeping
func_70609_aI,onDeathUpdate
func_70610_aX,isMovementBlocked
func_70612_e,moveEntityWithHeading
func_70613_aW,isServerWorld
func_70615_aA,eatGrassBonus
func_70617_f_,isOnLadder
func_70618_n,removePotionEffectClient
func_70619_bc,updateAITasks
func_70621_aR,getHurtSound
func_70623_bb,despawnEntity
func_70624_b,setAttackTarget
func_70625_a,faceEntity
func_70626_be,updateEntityActionState
func_70627_aG,getTalkInterval
func_70628_a,dropFewItems
func_70629_bd,updateAITick
func_70631_g_,isChild
func_70632_aY,isBlocking
func_70634_a,setPositionAndUpdate
func_70635_at,getEntitySenses
func_70636_d,onLivingUpdate
func_70637_d,setJumping
func_70638_az,getAttackTarget
func_70639_aQ,getLivingSound
func_70641_bl,getMaxSpawnedInChunk
func_70642_aH,playLivingSound
func_70643_av,getAITarget
func_70644_a,isPotionActive
func_70645_a,onDeath
func_70646_bf,getVerticalFaceSpeed
func_70647_i,getSoundPitch
func_70648_aU,canBreatheUnderwater
func_70650_aV,isAIEnabled
func_70651_bq,getActivePotionEffects
func_70652_k,attackEntityAsMob
func_70653_a,knockBack
func_70654_ax,getAge
func_70655_b,applyArmorCalculations
func_70656_aK,spawnExplosionParticle
func_70657_f,setMoveForward
func_70658_aO,getTotalArmorValue
func_70659_e,setAIMoveSpeed
func_70660_b,getActivePotionEffect
func_70661_as,getNavigator
func_70662_br,isEntityUndead
func_70663_b,updateRotation
func_70664_aZ,jump
func_70665_d,damageEntity
func_70668_bt,getCreatureAttribute
func_70669_a,renderBrokenItemStack
func_70670_a,onNewPotionEffect
func_70671_ap,getLookHelper
func_70672_c,applyPotionDamageCalculations
func_70673_aS,getDeathSound
func_70674_bp,clearActivePotions
func_70675_k,damageArmor
func_70676_i,getLook
func_70678_g,getSwingProgress
func_70679_bo,updatePotionEffects
func_70681_au,getRNG
func_70682_h,decreaseAirSupply
func_70683_ar,getJumpHelper
func_70684_aJ,isPlayer
func_70685_l,canEntityBeSeen
func_70686_a,canAttackClass
func_70687_e,isPotionApplicable
func_70688_c,onFinishedPotionEffect
func_70689_ay,getAIMoveSpeed
func_70690_d,addPotionEffect
func_70691_i,heal
func_70692_ba,canDespawn
func_70693_a,getExperiencePoints
func_70694_bm,getHeldItem
func_70695_b,onChangedPotionEffect
func_70781_l,hasPath
func_70799_a,setSlimeSize
func_70800_m,canDamagePlayer
func_70802_j,createInstance
func_70803_o,getJumpSound
func_70804_p,makesSoundOnLand
func_70805_n,getAttackStrength
func_70806_k,getJumpDelay
func_70807_r,makesSoundOnJump
func_70808_l,alterSquishAmount
func_70809_q,getSlimeSize
func_70814_o,isValidLightLevel
func_70816_c,teleportToEntity
func_70819_e,setScreaming
func_70820_n,teleportRandomly
func_70821_d,shouldAttackPlayer
func_70823_r,isScreaming
func_70825_j,teleportTo
func_70829_a,setCreeperState
func_70830_n,getPowered
func_70831_j,getCreeperFlashIntensity
func_70832_p,getCreeperState
func_70835_c,becomeAngryAt
func_70839_e,setBesideClimbableBlock
func_70841_p,isBesideClimbableBlock
func_70849_f,setPlayerCreated
func_70850_q,isPlayerCreated
func_70851_e,setHoldingRose
func_70852_n,getVillage
func_70853_p,getHoldRoseTick
func_70854_o,getAttackTimer
func_70873_a,setGrowingAge
func_70874_b,getGrowingAge
func_70875_t,resetInLove
func_70877_b,isBreedingItem
func_70878_b,canMateWith
func_70880_s,isInLove
func_70890_k,getHeadRotationAngleX
func_70892_o,getSheared
func_70893_e,setSheared
func_70894_j,getHeadRotationPointY
func_70900_e,setSaddled
func_70901_n,getSaddled
func_70902_q,getOwner
func_70903_f,setTamed
func_70904_g,setSitting
func_70906_o,isSitting
func_70907_r,getAISit
func_70908_e,playTameEffect
func_70909_n,isTamed
func_70912_b,setTameSkin
func_70913_u,getTameSkin
func_70915_j,getShadingWhileWet
func_70916_h,setAngry
func_70917_k,getInterestedAngle
func_70919_bu,isAngry
func_70920_v,getTailRotation
func_70921_u,isWolfWet
func_70923_f,getShakeAngle
func_70930_a,setRecipes
func_70931_l_,getCustomer
func_70932_a_,setCustomer
func_70933_a,useRecipe
func_70934_b,getRecipes
func_70938_b,setProfession
func_70939_f,setPlaying
func_70940_q,isTrading
func_70941_o,isMating
func_70945_p,isPlaying
func_70946_n,getProfession
func_70947_e,setMating
func_70965_a,attackEntityFromPart
func_70967_k,setNewTarget
func_70969_j,updateDragonEnderCrystal
func_70970_a,collideWithEntities
func_70971_b,attackEntitiesInList
func_70972_a,destroyBlocksInAABB
func_70973_b,simplifyAngle
func_70974_a,getMovementOffsets
func_70996_bM,shouldHeal
func_70998_m,interactWith
func_70999_a,wakeUpPlayer
func_71000_j,addMovementStat
func_71001_a,onItemPickup
func_71004_bE,respawnPlayer
func_71005_bN,getInventoryEnderChest
func_71007_a,displayGUIChest
func_71008_a,setItemInUse
func_71009_b,onCriticalHit
func_71010_c,updateItemUse
func_71011_bu,getItemInUse
func_71012_a,joinEntityItemWithWorld
func_71015_k,addMountedMovementStat
func_71016_p,sendPlayerAbilities
func_71019_a,dropPlayerItemWithRandomChoice
func_71020_j,addExhaustion
func_71023_q,addExperience
func_71024_bL,getFoodStats
func_71026_bH,isPlayerFullyAsleep
func_71027_c,travelToDimension
func_71028_bD,destroyCurrentEquippedItem
func_71029_a,triggerAchievement
func_71033_a,setGameType
func_71034_by,stopUsingItem
func_71036_o,onItemUseFinish
func_71037_bA,getScore
func_71038_i,swingItem
func_71039_bw,isUsingItem
func_71040_bB,dropOneItem
func_71041_bz,clearItemInUse
func_71043_e,canEat
func_71044_o,collideWithPlayer
func_71045_bC,getCurrentEquippedItem
