searge,name,side,desc
func_177979_c,offsetDown,2,Offset this BlockPos n blocks down
func_177980_a,getAllInBox,2,Create an Iterable that returns all positions in the box specified by the given corners\n \n@param from The first corner (inclusive)\n@param to the second corner (exclusive)
func_177981_b,offsetUp,2,Offset this BlockPos n blocks up
func_177982_a,add,2,Add the given coordinates to the coordinates of this BlockPos\n \n@param x X coordinate\n@param y Y coordinate\n@param z Z coordinate
func_177983_c,crossProductBP,2,Calculate the cross product of this BlockPos and the given Vector. Version of crossProduct that returns a BlockPos instead of a Vec3i
func_177984_a,offsetUp,2,Offset this BlockPos 1 block up
func_177985_f,offsetWest,2,Offset this BlockPos n blocks in western direction
func_177986_g,toLong,2,Serialize this BlockPos into a long value
func_178011_a,setSelected,0,
func_178080_a,register,0,
func_178081_c,getIndex,0,
func_178082_a,getParticleIcon,0,
func_178083_a,getModelManager,0,
func_178084_b,getMetadata,0,
func_178085_b,rebuildCache,0,
func_178086_a,register,0,
func_178087_a,getParticleIcon,0,
func_178088_b,getItemModel,0,
func_178089_a,getItemModel,0,
func_178099_a,renderItem,0,
func_178113_a,getModelLocation,0,
func_178120_a,getBlockStateMapper,0,
func_178144_a,calcRedstoneFromInventory,2,"Like the version that takes an inventory. If the given TileEntity is not an Inventory, 0 is returned instead."
func_178177_a,draw,0,
func_178180_c,getWorldRenderer,0,
func_178181_a,getInstance,0,
func_178210_d,getFace,0,
func_178267_a,renderBlockModel,0,
func_178294_a,deserialize,0,
func_178295_k,hasParent,0,
func_178296_g,getThirdPersonTransform,0,
func_178297_j,getInGuiTransform,0,
func_178298_a,getElements,0,
func_178299_a,getParentFromMap,0,
func_178300_b,isTexturePresent,0,
func_178301_i,getHeadTransform,0,
func_178302_a,resolveTextureName,0,
func_178303_d,isResolved,0,
func_178304_d,isTextureName,0,
func_178305_e,getParentLocation,0,
func_178306_h,getFirstPersonTransform,0,
func_178307_a,deserialize,0,
func_178308_c,resolveTextureName,0,
func_178310_f,getRootModel,0,
func_178311_c,isAmbientOcclusionEnabled,0,
func_178325_a,getModelElements,0,
func_178326_c,getParent,0,
func_178328_a,getAmbientOcclusionEnabled,0,
func_178329_b,getTextures,0,
func_178420_b,getVariants,0,
func_178430_d,getWeight,0,
func_178431_a,getModelLocation,0,
func_178432_b,getRotation,0,
func_178433_c,isUvLocked,0,
func_178441_a,build,0,
func_178448_a,registerBuiltInBlocks,0,
func_178459_a,getWorld,0,
func_178686_a,setModelAttributes,0,
func_178691_a,setRotationOffset,0,
func_178718_a,postRenderHiddenArm,0,
func_178769_a,addBox,0,
func_178780_a,render,0,
func_178781_a,fromBounds,2,"returns an AABB with corners x1, y1, z1 and x2, y2, z2"
func_178785_b,rotateYaw,2,
func_178786_a,subtract,2,
func_178787_e,add,2,
func_178788_d,subtract,2,
func_178789_a,rotatePitch,2,
func_178848_b,getGameType,0,
func_178853_c,getResponseTime,0,
func_178887_k,isSpectatorMode,0,
func_178964_a,startDrawing,0,
func_178965_a,reset,0,
func_178967_a,setVertexFormat,0,
func_178969_c,setTranslation,0,
func_178970_b,startDrawingQuads,0,
func_178971_a,getVertexState,0,
func_178977_d,draw,0,
func_178979_i,getDrawMode,0,
func_178983_e,growBuffer,0,
func_178984_b,addVertex,0,
func_178985_a,addVertexWithUV,0,
func_178992_a,setTextureUV,0,
func_178993_a,setVertexState,0,
func_179014_c,getVertexCount,0,
func_179015_b,getRawBufferIndex,0,
func_179022_a,renderByItem,0,
func_179082_a,clearColor,0,
func_179083_b,viewport,0,
func_179084_k,disableBlend,0,
func_179085_a,enableBooleanStateAt,0,
func_179086_m,clear,0,
func_179087_a,enableTexGenCoord,0,
func_179088_q,enablePolygonOffset,0,
func_179089_o,enableCull,0,
func_179091_B,enableRescaleNormal,0,
func_179092_a,alphaFunc,0,
func_179093_d,setFog,0,
func_179094_E,pushMatrix,0,
func_179095_a,setFogDensity,0,
func_179096_D,loadIdentity,0,
func_179097_i,disableDepth,0,
func_179099_b,popAttrib,0,
func_179100_b,disableTexGenCoord,0,
func_179101_C,disableRescaleNormal,0,
func_179102_b,setFogStart,0,
func_179103_j,shadeModel,0,
func_179104_a,colorMaterial,0,
func_179106_n,disableFog,0,
func_179107_e,cullFace,0,
func_179108_z,enableNormalize,0,
func_179109_b,translate,0,
func_179110_a,multMatrix,0,
func_179111_a,getFloat,0,
func_179112_b,blendFunc,0,
func_179113_r,disablePolygonOffset,0,
func_179114_b,rotate,0,
func_179115_u,enableColorLogic,0,
func_179116_f,colorLogicOp,0,
func_179118_c,disableAlpha,0,
func_179119_h,disableColorMaterial,0,
func_179120_a,tryBlendFuncSeparate,0,
func_179121_F,popMatrix,0,
func_179122_b,disableBooleanStateAt,0,
func_179123_a,pushAttrib,0,
func_179124_c,color,0,
func_179125_c,texGenCoord,0,
func_179126_j,enableDepth,0,
func_179127_m,enableFog,0,
func_179128_n,matrixMode,0,
func_179129_p,disableCull,0,
func_179130_a,ortho,0,
func_179131_c,color,0,
func_179132_a,depthMask,0,
func_179133_A,disableNormalize,0,
func_179134_v,disableColorLogic,0,
func_179135_a,colorMask,0,
func_179136_a,doPolygonOffset,0,
func_179137_b,translate,0,
func_179138_g,setActiveTexture,0,
func_179139_a,scale,0,
func_179140_f,disableLighting,0,
func_179141_d,enableAlpha,0,
func_179142_g,enableColorMaterial,0,
func_179143_c,depthFunc,0,
func_179145_e,enableLighting,0,
func_179147_l,enableBlend,0,
func_179148_o,callList,0,
func_179149_a,texGen,0,
func_179151_a,clearDepth,0,
func_179152_a,scale,0,
func_179153_c,setFogEnd,0,
func_179198_a,setDisabled,0,
func_179199_a,setState,0,
func_179200_b,setEnabled,0,
func_179214_a,registerItemBlock,2,Register the given Item as the ItemBlock for the given Block.
func_179215_a,updateItemStackNBT,2,Called when an ItemStack with NBT data is read to potentially that ItemStack's NBT data
func_179216_c,registerItemBlock,2,Register a default ItemBlock for the given Block.
func_179217_a,registerItem,2,
func_179218_a,onBlockDestroyed,2,"Called when a Block is destroyed using this Item. Return true to trigger the ""Use Item"" statistic."
func_179219_a,registerItem,2,
func_179222_a,canPlaceBlockOnSide,0,
func_179223_d,getBlock,2,
func_179224_a,setTileEntityNBT,2,
func_179237_a,merge,2,"Merges this NBTTagCompound with the given compound. Any sub-compounds are merged using the same methods, other types of tags are overwritten from the given compound."
func_179238_g,get,2,Get the tag at the given position
func_179244_a,getPacket,2,
func_179245_a,registerPacket,2,
func_179246_a,getPacketId,2,
func_179249_a,writeEnumValue,2,
func_179250_a,writeByteArray,2,
func_179251_a,readByteArray,2,
func_179252_a,writeUuid,2,
func_179253_g,readUuid,2,
func_179254_b,writeVarLong,2,
func_179255_a,writeBlockPos,2,
func_179256_a,writeChatComponent,2,
func_179257_a,readEnumValue,2,
func_179258_d,readChatComponent,2,
func_179259_c,readBlockPos,2,
func_179260_f,readVarLong,2,
func_179280_b,load,2,
func_179281_c,getValue,2,
func_179284_a,genericLoad,2,
func_179285_a,genericLoad,2,
func_179286_a,genericLoad,2,
func_179287_a,genericLoad,2,
func_179288_a,sendPacket,2,
func_179289_a,setCompressionTreshold,2,
func_179290_a,sendPacket,2,
func_179291_h,hasNoChannel,2,
func_179293_l,checkDisconnected,2,
func_179298_a,compress,2,
func_179299_a,setCompressionTreshold,2,
func_179303_a,setCompressionTreshold,2,
func_179308_a,computeNext0,2,Synthetic method called by computeNext
func_179313_a,computeNext0,2,Synthetic method called by computeNext
func_179316_e,getBlock,2,
func_179318_a,cartesianProduct,2,Create the cartesian product. This method returns an Iterable of arrays of type clazz.\n \n@param sets the Sets to combine. This is an Iterable of Iterables of type clazz
func_179319_b,createArray,2,
func_179321_a,cartesianProduct,2,"Like cartesianProduct(Class, Iterable) but returns an Iterable of Lists instead."
func_179322_b,toArray,2,Create a new Array of type clazz with the contents of the given Iterable
func_179323_b,arraysAsLists,2,Convert an Iterable of Arrays (Object[]) to an Iterable of Lists
func_179324_a,apply,2,
func_179399_a,populateMap,2,Populate the given Map with the given keys and values.
func_179400_b,createMap,2,"Create a Map from the given keys and values. This method creates a LinkedHashMap.\n \n@param keys the keys for the map, in order\n@param values the values for the map, in order"
func_179421_a,next0,2,Synthetic method called by next
func_179422_b,endOfData,2,Called when no more data is available in this Iterator.
func_179516_a,facings,2,All EnumFacing values for this Plane
func_179518_a,random,2,Choose a random Facing from this Plane using the given Random
func_179519_a,apply,2,
func_179524_a,getOffset,2,"Get the offset for this AxisDirection. 1 for POSITIVE, -1 for NEGATIVE"
func_179541_a,apply,2,
func_179543_a,getSubCompound,2,"Get an NBTTagCompound from this stack's NBT data.\n \n@param key The NBTTagCompound to get\n@param create Whether a new, empty compound should be created if none is present yet"
func_179544_c,canDestroy,2,
func_179545_c,areItemsEqual,2,Compares Item and damage value of the two stacks
func_179546_a,onItemUse,2,"Called when the player uses this ItemStack on a Block (right-click). Places blocks, etc. (Legacy name: tryPlaceItemIntoWorld)"
func_179547_d,canPlaceOn,2,
func_179548_a,onBlockDestroyed,2,Called when a Block is destroyed using this ItemStack\n \n@param blockIn The block being destroyed
func_179549_c,getIsItemStackEqual,0,
func_179554_a,getRegisteredItem,2,
func_179573_a,apply,2,
func_179574_a,apply,2,
func_179575_a,apply,2,
func_179576_a,apply,2,
func_179577_a,apply,2,
func_179578_a,apply,2,
func_179579_a,apply,2,
func_179580_a,apply,2,
func_179581_a,apply,2,
func_179582_a,apply,2,
func_179583_a,apply,2,
func_179584_a,apply,2,
func_179585_a,apply,2,
func_179586_a,apply,2,
func_179587_a,apply,2,
func_179588_a,apply,2,
func_179589_a,apply,2,
func_179782_a,processPacket,2,
func_179868_d,redirectOutputToLog,2,redirect standard streams to logger
func_179869_a,isRegistered,2,Is Bootstrap registration already done?
func_179882_a,logString,2,
func_179885_a,getLongProperty,1,
func_179986_j,getInsertion,2,Get the text to be inserted into Chat when the component is shift-clicked
func_179989_a,setInsertion,2,Set a text to be inserted into Chat when the component is shift-clicked
func_180115_h,getWatchableObjectRotations,2,
func_180157_a,toNBT,2,
func_180158_b,fromNBT,2,
func_180159_b,getLock,2,
func_180160_a,isEmpty,2,
func_180175_a,dropInventoryItems,2,
func_180254_e,getType,2,
func_180255_c,getInt,2,
func_180262_a,addGameRule,2,
func_180263_c,getInt,2,
func_180264_a,areSameType,2,
func_180276_a,getBiomeFromBiomeList,2,
func_180277_d,createMutatedBiome,2,
func_180330_f,getZEnd,2,Get the last world Z coordinate that belongs to this Chunk
func_180331_a,getBlock,2,Get the World coordinates of the Block with the given Chunk coordinates relative to this chunk\n \n@param x X coordinate of the Block in this chunk (0-15)\n@param y Y coordinate of the Block\n@param z Z coordinate of the Block in this chunk (0-15)
func_180332_e,getXEnd,2,Get the last world X coordinate that belongs to this Chunk
func_180333_d,getZStart,2,Get the first world Z coordinate that belongs to this Chunk
func_180334_c,getXStart,2,Get the first world X coordinate that belongs to this Chunk
func_180383_a,getRegisteredBlock,2,Returns the Block in the blockRegistry with the specified name.
func_180425_c,getPosition,2,
func_180428_a,getExplosionResistance,2,Explosion resistance of a block relative to this entity
func_180430_e,fall,2,
func_180441_b,sendBlockBreakProgress,2,
func_180451_a,renderEffect,0,
func_180461_b,canExtractItem,2,"Returns true if automation can extract the given item in the given slot from the given side. Args: slot, item, side"
func_180462_a,canInsertItem,2,"Returns true if automation can insert the given item in the given slot from the given side. Args: slot, item, side"
func_180463_a,getSlotsForFace,2,
func_180468_a,displayGui,2,
func_180472_a,displayVillagerTradeGui,2,
func_180494_b,getBiomeGenForCoords,2,
func_180495_p,getBlockState,2,
func_180496_d,notifyBlockOfStateChange,2,
func_180498_a,playAuxSFXAtEntity,2,
func_180500_c,checkLightFor,2,
func_180501_a,setBlockState,2,
func_180507_a_,setResourcePack,2,
func_180522_a,getCoordinateInfo,2,
func_180523_a,addBlockInfo,2,
func_180524_a,getTabCompletionOptions,2,
func_180525_a,addTabCompletionOptions,2,
func_180526_a,parseDouble,2,
func_180527_d,parseBoolean,2,
func_180528_a,parseInt,2,
func_180530_a,join,2,
func_180535_a,renderTileEntityAt,0,
func_180543_a,renderSkull,0,
func_180548_c,bindEntityTexture,0,
func_180550_a,getEntityTexture,0,
func_180551_a,doRender,0,
func_180555_a,getTexture,0,
func_180557_a,doRender,0,
func_180604_b,getEntry,0,
func_180614_a,onItemUse,2,Called when a Block is right-clicked with this Item\n \n@param pos The block being right-clicked\n@param side The side being right-clicked
func_180619_a,getCenterBlock,2,Get the coordinates of the Block in the center of this chunk with the given Y coordinate\n \n@param y Y coordinate
func_180622_a,genTerrainBlocks,2,
func_180623_a,pickRandomFlower,2,
func_180630_a,findBiomePosition,2,
func_180632_j,setDefaultState,2,
func_180633_a,onBlockPlacedBy,2,
func_180634_a,onEntityCollidedWithBlock,2,Called When an Entity Collided with the Block
func_180635_a,spawnAsEntity,2,Spawns the given ItemStack as an EntityItem into the World at the given position
func_180636_a,collisionRayTrace,2,Ray traces through the blocks collision from start vector to end vector returning a ray trace hit.\n \n@param start The start vector\n@param end The end vector
func_180637_b,dropXpOnBlockBreak,2,Spawns the given amount of experience into the World as XP orb entities\n \n@param amount The amount of XP to spawn
func_180638_a,addCollisionBoxesToList,2,Add all collision boxes of this Block to the list that intersect with the given mask.\n \n@param collidingEntity the Entity colliding with this Block
func_180639_a,onBlockActivated,2,
func_180640_a,getCollisionBoundingBox,2,
func_180641_l,getComparatorInputOverride,2,
func_180642_a,onBlockPlaced,2,
func_180643_i,createStackedBlock,2,
func_180644_h,getRenderColor,0,
func_180645_a,randomTick,2,"Called randomly when setTickRandomly is set to true (used by e.g. crops to grow, etc.)"
func_180646_a,getSelectedBoundingBox,0,
func_180647_a,getPlayerRelativeBlockHardness,2,Get the hardness of this Block relative to the ability of the given player
func_180648_a,onBlockEventReceived,2,Called on both Client and Server when World#addBlockEvent is called
func_180649_a,onBlockClicked,2,
func_180650_b,updateTick,2,
func_180651_a,damageDropped,2,Get the damage value that this Block should drop
func_180652_a,onBlockDestroyedByExplosion,2,Called when this Block is destroyed by an Explosion
func_180653_a,dropBlockAsItemWithChance,2,"Spawns this Block's drops into the World as EntityItems.\n \n@param chance The chance that each Item is actually spawned (1.0 = always, 0.0 = never)\n@param fortune The player's fortune level"
func_180654_a,setBlockBoundsBasedOnState,2,
func_180655_c,randomDisplayTick,0,
func_180656_a,isProvidingWeakPower,2,
func_180657_a,harvestBlock,2,
func_180658_a,onFallenUpon,2,Block's chance to react to a living entity falling on it.\n \n@param fallDistance The distance the entity has fallen before landing
func_180659_g,getMapColor,2,Get the MapColor for this Block and the given BlockState
func_180660_a,getItemDropped,2,Get the Item that this Block should drop when harvested.\n \n@param fortune the level of the Fortune enchantment on the player's tool
func_180661_e,createBlockState,2,
func_180662_a,colorMultiplier,0,
func_180663_b,breakBlock,2,
func_180664_k,getBlockLayer,0,
func_180665_b,getItem,0,
func_180666_a,updateState,2,Updates the pressure plate when stepped on
func_180667_a,getSensitiveAABB,2,Returns the cubic AABB inset by 1/8 on all sides
func_180669_e,computeRedstoneStrength,2,
func_180670_a,canUseBonemeal,2,
func_180671_f,canBlockStay,2,
func_180672_a,getGrowthChance,2,
func_180673_e,createGolem,2,
func_180676_d,getLockableContainer,2,
func_180678_e,dropRecord,2,
func_180682_b,eatCake,2,
func_180685_d,canFallInto,2,
func_180691_e,spawnRedstoneParticles,2,
func_180699_d,getBlockPos,2,
func_180708_a,writeGameProfile,2,
func_180709_b,generate,2,
func_180714_a,writeString,2,
func_180724_a,handle,2,
func_180734_a,process,2,
func_180735_b,getBufferData,0,
func_180760_b,getBufferData,2,
func_180783_e,setDifficultyLocked,2,
func_180790_a,drawEntry,0,
func_180791_a,drawSlot,0,
func_70000_a,addServerStatsToSnooper,2,
func_70001_b,addServerTypeToSnooper,2,
func_70002_Q,isSnooperEnabled,2,Returns whether snooping is enabled or not.
func_70003_b,canCommandSenderUseCommand,2,Returns true if the command sender is allowed to use the given command.
func_70005_c_,getName,2,"Gets the name of this command sender (usually username, but possibly ""Rcon"")"
func_70007_b,resetLog,1,Clears the RCon log
func_70008_c,getLogContents,1,Gets the contents of the RCon log
func_70011_f,getDistance,2,"Gets the distance to the position. Args: x, y, z"
func_70012_b,setLocationAndAngles,2,Sets the location and Yaw/Pitch of an entity in the world
func_70013_c,getBrightness,2,Gets how bright this entity is.
func_70014_b,writeEntityToNBT,2,(abstract) Protected helper method to write subclass entity data to NBT.
func_70015_d,setFire,2,"Sets entity to burn for x amount of seconds, cannot lower amount of existing fire."
func_70016_h,setVelocity,0,"Sets the velocity to the args. Args: x, y, z"
func_70018_K,setBeenAttacked,2,Sets that this entity has been attacked.
func_70019_c,setEating,2,
func_70020_e,readFromNBT,2,Reads the entity from NBT (calls an abstract helper method to read specialized data)
func_70021_al,getParts,2,Return the Entity parts making up this Entity (currently only for dragons)
func_70022_Q,getEntityString,2,Returns the string that identifies this Entity's class
func_70024_g,addVelocity,2,"Adds to the current velocity of the entity. Args: x, y, z"
func_70026_G,isWet,2,Checks if this entity is either in water or on an open air block in rain (used in wolves).
func_70027_ad,isBurning,2,Returns true if the entity is on fire. Used by render to add the fire effect on rendering.
func_70028_i,isEntityEqual,2,Returns true if Entity argument is equal to this Entity
func_70029_a,setWorld,2,Sets the reference to the World object.
func_70030_z,onEntityUpdate,2,Gets called every tick from main Entity class
func_70031_b,setSprinting,2,Set sprinting switch for Entity.
func_70032_d,getDistanceToEntity,2,Returns the distance to the entity. Args: entity
func_70033_W,getYOffset,2,Returns the Y Offset of this entity.
func_70034_d,setRotationYawHead,2,Sets the head's yaw rotation of the entity.
func_70035_c,getInventory,2,returns the inventory of this entity (only used in EntityPlayerMP it seems)
func_70037_a,readEntityFromNBT,2,(abstract) Protected helper method to read subclass entity data from NBT.
func_70038_c,isOffsetPositionInLiquid,2,"Checks if the offset position from the entity's current position is inside of liquid. Args: x, y, z"
func_70039_c,writeToNBTOptional,2,"Either write this entity to the NBT tag given and return true, or return false without doing anything. If this returns false the entity is not saved on disk. Ridden entities return false here as they are saved with their rider."
func_70040_Z,getLookVec,2,returns a (normalized) vector of where this entity is looking
func_70041_e_,canTriggerWalking,2,returns if this entity triggers Block.onEntityWalking on the blocks they walk on. used for spiders and wolves to prevent them from trampling crops
func_70042_X,getMountedYOffset,2,Returns the Y offset from the entity's position for any entity riding this one.
func_70043_V,updateRiderPosition,2,
func_70044_A,setOnFireFromLava,2,Called whenever the entity is walking inside of lava.
func_70045_F,isImmuneToFire,2,
func_70046_E,getBoundingBox,2,returns the bounding box for this entity
func_70047_e,getEyeHeight,2,
func_70049_a,newFloatNBTList,2,Returns a new NBTTagList filled with the specified floats
func_70050_g,setAir,2,
func_70051_ag,isSprinting,2,Get if the Entity is sprinting.
func_70052_a,setFlag,2,"Enable or disable a entity flag, see getEntityFlag to read the know flags."
func_70055_a,isInsideOfMaterial,2,Checks if the current block the entity is within of the specified material type
func_70057_ab,performHurtAnimation,0,Setups the entity to do the hurt animation. Only used by packets in multiplayer.
func_70058_J,handleLavaMovement,2,Whether or not the current entity is in lava
func_70060_a,moveFlying,2,Used in both water and by flying objects
func_70062_b,setCurrentItemOrArmor,2,"Sets the held item, or an armor slot. Slot 0 is held item. Slot 1-4 is armor. Params: Item, slot"
func_70063_aa,setInPortal,2,Called by portal blocks when an entity is within it.
func_70065_x,preparePlayerToSpawn,0,Keeps moving the entity up so it isn't colliding with blocks and other requirements for this entity to be spawned (only actually used on players though its also on Entity)
func_70066_B,extinguish,2,Removes fire from entity.
func_70067_L,canBeCollidedWith,2,Returns true if other Entities should be prevented from moving through this Entity.
func_70068_e,getDistanceSqToEntity,2,Returns the squared distance to the entity. Args: entity
func_70070_b,getBrightnessForRender,0,
func_70071_h_,onUpdate,2,Called to update the entity's position/logic.
func_70072_I,handleWaterMovement,2,Returns if this entity is in water and will end up adding the waters velocity to the entity
func_70074_a,onKillEntity,2,This method gets called when the entity kills another one.
func_70075_an,canAttackWithItem,2,"If returns false, the item will not inflict any damage against entities."
func_70076_C,kill,2,sets the dead flag. Used when you fall off the bottom of the world.
func_70077_a,onStruckByLightning,2,Called when a lightning bolt hits the entity.
func_70078_a,mountEntity,2,"Called when a player mounts an entity. e.g. mounts a pig, mounts a boat."
func_70079_am,getRotationYawHead,2,
func_70080_a,setPositionAndRotation,2,Sets the entity's position and rotation.
func_70081_e,dealFireDamage,2,Will deal the specified amount of damage to the entity if the entity isn't immune to fire damage. Args: amountDamage
func_70082_c,setAngles,0,Adds 15% to the entity's yaw and subtracts 15% from the pitch. Clamps pitch from -90 to 90. Both arguments in degrees.
func_70083_f,getFlag,2,Returns true if the flag is active for the entity. Known flags: 0) is burning; 1) is sneaking; 2) is riding something; 3) is sprinting; 4) is eating
func_70084_c,addToPlayerScore,2,"Adds a value to the player score. Currently not actually used and the entity passed in does nothing. Args: entity, scoreToAdd"
func_70085_c,interact,2,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
func_70086_ai,getAir,2,
func_70087_a,newDoubleNBTList,2,creates a NBT list from the array of doubles passed to this function
func_70088_a,entityInit,2,
func_70089_S,isEntityAlive,2,Checks whether target entity is alive.
func_70090_H,isInWater,2,Checks if this entity is inside water (if inWater field is true as a result of handleWaterMovement() returning true)
func_70091_d,moveEntity,2,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
func_70092_e,getDistanceSq,2,"Gets the squared distance to the position. Args: x, y, z"
func_70093_af,isSneaking,2,Returns if this entity is sneaking.
func_70094_T,isEntityInsideOpaqueBlock,2,Checks if this entity is inside of an opaque block
func_70095_a,setSneaking,2,Sets the sneaking flag.
func_70096_w,getDataWatcher,2,
func_70097_a,attackEntityFrom,2,Called when the entity is attacked.
func_70098_U,updateRidden,2,Handles updating while being ridden by an entity
func_70099_a,entityDropItem,2,Drops an item at the position of the entity.
func_70100_b_,onCollideWithPlayer,2,Called by a player entity when they collide with an entity
func_70101_b,setRotation,2,"Sets the rotation of the entity. Args: yaw, pitch (both in degrees)"
func_70103_a,handleHealthUpdate,0,
func_70104_M,canBePushed,2,Returns true if this entity should push and be pushed by other entities when colliding.
func_70105_a,setSize,2,"Sets the width and height of the entity. Args: width, height"
func_70106_y,setDead,2,Will get destroyed next tick.
func_70107_b,setPosition,2,"Sets the x,y,z of the entity from the given parameters. Also seems to set up a bounding box."
func_70108_f,applyEntityCollision,2,Applies a velocity to each of the entities pushing them away from each other. Args: entity
func_70109_d,writeToNBT,2,Save the entity to NBT (calls an abstract helper method to write extra data)
func_70110_aj,setInWeb,2,Sets the Entity inside a web block.
func_70111_Y,getCollisionBorderSize,2,
func_70112_a,isInRangeToRenderDist,0,Checks if the entity is in range to render by using the past in distance and comparing it to its average edge length * 64 * renderDistanceWeight Args: distance
func_70113_ah,isEating,0,
func_70114_g,getCollisionBox,2,"Returns a boundingBox used to collide the entity with other entities and blocks. This enables the entity to be pushable on contact, like boats or minecarts."
func_70115_ae,isRiding,2,"Returns true if the entity is riding another entity, used by render to rotate the legs to be in 'sit' position for players."
func_70184_a,onImpact,2,Called when this EntityThrowable hits a block or entity.
func_70185_h,getGravityVelocity,2,Gets the amount of gravity to apply to the thrown entity with each tick.
func_70186_c,setThrowableHeading,2,"Similar to setArrowHeading, it's point the throwable entity to a x, y, z direction."
func_70196_i,getPotionDamage,2,Returns the damage value of the thrown potion that this EntityPotion represents.
func_70227_a,onImpact,2,Called when this EntityFireball hits a block or entity.
func_70239_b,setDamage,2,
func_70240_a,setKnockbackStrength,2,Sets the amount of knockback the arrow applies when it hits a mob.
func_70241_g,getIsCritical,2,Whether the arrow has a stream of critical hit particles flying behind it.
func_70242_d,getDamage,2,
func_70243_d,setIsCritical,2,Whether the arrow has a stream of critical hit particles flying behind it.
func_70265_b,setTimeSinceHit,2,Sets the time to count down from since the last time entity was hit.
func_70266_a,setDamageTaken,2,Sets the damage taken from the last hit.
func_70267_i,getForwardDirection,2,Gets the forward direction of the entity.
func_70268_h,getTimeSinceHit,2,Gets the time since the last hit.
func_70269_c,setForwardDirection,2,Sets the forward direction of the entity.
func_70270_d,setIsBoatEmpty,0,true if no player in boat
func_70271_g,getDamageTaken,2,Gets the damage taken from the last hit.
func_70288_d,setAgeToCreativeDespawnTime,2,sets the age of the item so that it'll despawn one minute after it has been dropped (instead of five). Used when items are dropped from players in creative mode
func_70289_a,combineItems,2,Tries to merge this item with the item passed as the parameter. Returns true if successful. Either this item or the other item will  be removed from the world.
func_70296_d,markDirty,2,"For tile entities, ensures the chunk containing the tile entity is saved to disk later - the game won't think it hasn't changed and skip it."
func_70297_j_,getInventoryStackLimit,2,"Returns the maximum stack size for a inventory slot. Seems to always be 64, possibly will be extended. *Isn't this more of a set than a get?*"
func_70298_a,decrStackSize,2,Removes from an inventory slot (first arg) up to a specified number (second arg) of items and returns them in a new stack.
func_70299_a,setInventorySlotContents,2,Sets the given item stack to the specified slot in the inventory (can be crafting or armor sections).
func_70300_a,isUseableByPlayer,2,Do not make give this method the name canInteractWith because it clashes with Container
func_70301_a,getStackInSlot,2,Returns the stack in slot i
func_70302_i_,getSizeInventory,2,Returns the number of slots in the inventory.
func_70304_b,getStackInSlotOnClosing,2,"When some containers are closed they call this on each slot, then drop whatever it returns as an EntityItem - like when you close a workbench GUI."
func_70429_k,decrementAnimations,2,Decrement the number of animations remaining. Only called on client side. This is used to handle the animation of receiving a block.
func_70430_l,getTotalArmorValue,2,"Based on the damage values and maximum damage values of each armor item, returns the current armor value."
func_70431_c,hasItemStack,2,Returns true if the specified ItemStack exists in the inventory.
func_70432_d,storeItemStack,2,stores an itemstack in the users inventory
func_70436_m,dropAllItems,2,Drop all armor and main inventory items.
func_70437_b,setItemStack,2,"Set the stack helds by mouse, used in GUI/Container"
func_70440_f,armorItemInSlot,2,returns a player armor item (as itemstack) contained in specified armor slot.
func_70441_a,addItemStackToInventory,2,"Adds the item stack to the inventory, returns false if it is impossible."
func_70442_a,writeToNBT,2,"Writes the inventory out as a list of compound tags. This is where the slot indices are used (+100 for armor, +80 for crafting)."
func_70443_b,readFromNBT,2,Reads from the given tag list and fills the slots in the inventory with the correct items.
func_70445_o,getItemStack,2,"Stack helds by mouse, used in GUI and Containers"
func_70447_i,getFirstEmptyStack,2,Returns the first item stack that is empty.
func_70448_g,getCurrentItem,2,Returns the item stack currently held by the player.
func_70449_g,damageArmor,2,Damages armor in each slot by the specified amount.
func_70451_h,getHotbarSize,2,Get the size of the player hotbar inventory
func_70452_e,storePartialItemStack,2,This function stores as many items of an ItemStack as possible in a matching slot and returns the quantity of left over items.
func_70453_c,changeCurrentItem,0,Switch the current item to the next one or the previous one
func_70455_b,copyInventory,2,Copy the ItemStack contents from another InventoryPlayer instance
func_70463_b,getStackInRowAndColumn,2,"Returns the itemstack in the slot specified (Top left is 0, 0). Args: row, column"
func_70468_h,getCurrentRecipe,2,
func_70469_d,inventoryResetNeededOnSlotChange,2,"if par1 slot has changed, does resetRecipeAndSlots need to be called?"
func_70470_g,resetRecipeAndSlots,2,
func_70471_c,setCurrentRecipeIndex,2,
func_70486_a,loadInventoryFromNBT,2,
func_70487_g,saveInventoryToNBT,2,
func_70491_i,getDamage,2,Gets the current amount of damage the minecart has taken. Decreases over time. The cart breaks when this is over 40.
func_70492_c,setDamage,2,Sets the current amount of damage the minecart has taken. Decreases over time. The cart breaks when this is over 40.
func_70493_k,getRollingDirection,2,Gets the rolling direction the cart rolls while being attacked. Can be 1 or -1.
func_70494_i,setRollingDirection,2,Sets the rolling direction the cart rolls while being attacked. Can be 1 or -1.
func_70496_j,getRollingAmplitude,2,Gets the rolling amplitude the cart rolls while being attacked.
func_70497_h,setRollingAmplitude,2,Sets the rolling amplitude the cart rolls while being attacked.
func_70515_d,explode,2,
func_70518_d,onValidSurface,2,checks to make sure painting can be placed there
